status_code,history,alias,site,error,years
200,[<Response [302]>],https://www.lakewalesfl.gov/AgendaCenter,http://fl-lakewales.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.lauderdalebythesea-fl.gov/AgendaCenter,http://fl-lauderdalebythesea.civicplus.com/AgendaCenter,,True
200,,,http://fl-lauderdalelakes.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.longwoodfl.org/AgendaCenter,http://fl-longwood.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofmarianna.com/AgendaCenter,http://fl-marianna.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofmaryesther.com/AgendaCenter,http://fl-maryesther.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.miamigardens-fl.gov/AgendaCenter,http://fl-miamigardens.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.miltonfl.org/AgendaCenter,http://fl-milton.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.miramarfl.gov/AgendaCenter,http://fl-miramar.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofnsb.com/AgendaCenter,http://fl-newsmyrnabeach.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://cityofniceville.org/AgendaCenter,http://fl-niceville.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.northmiamifl.gov/AgendaCenter,http://fl-northmiami.civicplus.com/AgendaCenter,,True
200,[<Response [301]>],https://fl-northmiamibeach.civicplus.com/AgendaCenter,http://fl-northmiamibeach.civicplus.com/AgendaCenter,,True
,,,http://fl-northpalmbeach.civicplus.com/AgendaCenter,'NoneType' object has no attribute 'span',
200,[<Response [302]>],https://www.oaklandfl.gov/AgendaCenter,http://fl-oakland.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.oaklandparkfl.gov/AgendaCenter,http://fl-oaklandpark.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.myoldsmar.com/AgendaCenter,http://fl-oldsmar.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://palatka-fl.gov/AgendaCenter,http://fl-palatka.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.vpsfl.org/AgendaCenter,http://fl-palmsprings.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.pcgov.org/AgendaCenter,http://fl-panamacity.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.pascocountyfl.net/AgendaCenter,http://fl-pascocounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.ppines.com/AgendaCenter,http://fl-pembrokepines.civicplus.com/AgendaCenter,,True
200,,,http://fl-pembrokepinesavmshs.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofpensacola.com/AgendaCenter,http://fl-pensacola.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.portofpalmbeach.com/AgendaCenter,http://fl-portofpalmbeach.civicplus.com/AgendaCenter,,True
200,[<Response [301]>],https://fl-portorange.civicplus.com/AgendaCenter,http://fl-portorange.civicplus.com/AgendaCenter,,True
200,,,http://fl-rockledge.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.mysebring.com/AgendaCenter,http://fl-sebring.civicplus.com/AgendaCenter,,True
200,,,http://fl-snldistrict.civicplus.com/AgendaCenter,,True
200,,,http://fl-southmiami.civicplus.com/AgendaCenter,,True
200,,,http://fl-stluciecountyfd.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.sumtercountyfl.gov/AgendaCenter,http://fl-sumtercounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.mysuwanneeriver.com/AgendaCenter,http://fl-suwanneeriver.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://swa.org/AgendaCenter,http://fl-swa.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.westmelbourne.org/AgendaCenter,http://fl-westmelbourne.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.wiltonmanors.com/AgendaCenter,http://fl-wiltonmanors.civicplus.com/AgendaCenter,,True
200,,,http://fl-wintergarden.civicplus.com/AgendaCenter,,True
200,,,http://fl-zephyrhills.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.accgov.com/AgendaCenter,http://ga-athensclarkecounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.avondaleestates.org/AgendaCenter,http://ga-avondaleestates.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.camdencountyga.gov/AgendaCenter,http://ga-camdencounty.civicplus.com/AgendaCenter,,True
200,,,http://ga-carrollcounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://charltoncountyga.us/AgendaCenter,http://ga-charltoncounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://classiccenter.com/AgendaCenter,http://ga-classiccenter.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.corneliageorgia.org/AgendaCenter,http://ga-cornelia.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.dadecounty-ga.gov/AgendaCenter,http://ga-dadecounty.civicplus.com/AgendaCenter,,True
200,,,http://ga-effinghamcounty.civicplus.com/AgendaCenter,,True
200,,,http://ga-emanuelcounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://ga-fairburn.civicplus.com/AgendaCenter,http://ga-fairburn.civicplus.com/AgendaCenter,,True
200,,,http://ga-fultoncountymagistratecourt.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://glynncounty.org/AgendaCenter,http://ga-glynncounty.civicplus.com/AgendaCenter,,True
200,,,http://ga-grovetown.civicplus.com/AgendaCenter,,True
200,[<Response [301]>],https://ga-hallcounty.civicplus.com/AgendaCenter,http://ga-hallcounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.hamptonga.gov/AgendaCenter,http://ga-hampton.civicplus.com/AgendaCenter,,True
200,,,http://ga-hapeville.civicplus.com/AgendaCenter,,True
200,,,http://ga-hinesville.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofjacksonga.com/AgendaCenter,http://ga-jackson.civicplus.com/AgendaCenter,,True
200,,,http://ga-jacksoncounty.civicplus.com/AgendaCenter,,True
200,,,http://ga-jesup.civicplus.com/AgendaCenter,,True
200,,,http://ga-laurenscounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityoflilburn.com/AgendaCenter,http://ga-lilburn2.civicplus.com/AgendaCenter,,True
200,,,http://ga-lovejoy2.civicplus.com/AgendaCenter,,True
200,,,http://ga-lowndescounty.civicplus.com/AgendaCenter,,True
200,,,http://ga-marietta.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.morgancountyga.gov/AgendaCenter,http://ga-morgancounty.civicplus.com/AgendaCenter,,True
200,,,http://ga-newtoncounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.oconeecounty.com/AgendaCenter,http://ga-oconeecounty.civicplus.com/AgendaCenter,,True
200,,,http://ga-pauldingcounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofpowdersprings.org/AgendaCenter,http://ga-powdersprings.civicplus.com/AgendaCenter,,True
200,,,http://ga-richmondhill.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.savannahga.gov/AgendaCenter,http://ga-savannah.civicplus.com/AgendaCenter,,True
200,[<Response [301]>],https://ga-southfulton.civicplus.com/AgendaCenter,http://ga-southfulton.civicplus.com/AgendaCenter,,True
200,,,http://ga-upsoncounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.waltoncountyga.gov/AgendaCenter,http://ga-waltoncounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.waynesboroga.com/AgendaCenter,http://ga-waynesboro.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.blackhawkcounty.iowa.gov/AgendaCenter,http://ia-blackhawkcounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofcharlescity.org/AgendaCenter,http://ia-charlescity.civicplus.com/AgendaCenter,,True
200,,,http://ia-claytoncounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.coralville.org/AgendaCenter,http://ia-coralville.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.councilbluffs-ia.gov/AgendaCenter,http://ia-councilbluffs.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.desmoinescounty.iowa.gov/AgendaCenter,http://ia-desmoinescounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.floydco.iowa.gov/AgendaCenter,http://ia-floydcounty.civicplus.com/AgendaCenter,,True
200,,,http://ia-fortmadison.civicplus.com/AgendaCenter,,True
200,,,http://ia-gilbert.civicplus.com/AgendaCenter,,True
200,,,http://ia-grinnell.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.hardincountyia.gov/AgendaCenter,http://ia-hardincounty.civicplus.com/AgendaCenter,,True
200,,,http://ia-indianola.civicplus.com/AgendaCenter,,True
200,,,http://ia-jaspercounty.civicplus.com/AgendaCenter,,True
200,,,http://ia-johnston.civicplus.com/AgendaCenter,,True
200,,,http://ia-knoxville.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.leclaireiowa.gov/AgendaCenter,http://ia-leclaire.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.lemarsiowa.com/AgendaCenter,http://ia-lemars.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.linncounty-ia.gov/AgendaCenter,http://ia-linncounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.marshalltown-ia.gov/AgendaCenter,http://ia-marshalltown.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.muscatinecountyiowa.gov/AgendaCenter,http://ia-muscatinecounty.civicplus.com/AgendaCenter,,True
200,,,http://ia-muscatinecvb.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.newtongov.org/AgendaCenter,http://ia-newton.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.oskaloosaiowa.org/AgendaCenter,http://ia-oskaloosa.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofpella.com/AgendaCenter,http://ia-pella.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.pleasanthilliowa.org/AgendaCenter,http://ia-pleasanthill.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.siouxcenter.org/AgendaCenter,http://ia-siouxcenter.civicplus.com/AgendaCenter,,True
200,,,http://ia-solon.civicplus.com/AgendaCenter,,True
200,,,http://ia-storycounty.civicplus.com/AgendaCenter,,True
200,,,http://ia-strawberrypoint.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.urbandale.org/AgendaCenter,http://ia-urbandale.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.washingtoncounty.iowa.gov/AgendaCenter,http://ia-washingtoncounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.waukee.org/AgendaCenter,http://ia-waukee.civicplus.com/AgendaCenter,,True
200,,,http://ia-windsorheights.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.co.blaine.id.us/AgendaCenter,http://id-blainecounty.civicplus.com/AgendaCenter,,True
200,,,http://id-goodingcounty.civicplus.com/AgendaCenter,,True
200,[<Response [301]>],https://id-idahofalls.civicplus.com/AgendaCenter,http://id-idahofalls.civicplus.com/AgendaCenter,,True
200,,,http://id-jerome.civicplus.com/AgendaCenter,,True
200,,,http://id-jeromecounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.kcgov.us/AgendaCenter,http://id-kootenaicounty.civicplus.com/AgendaCenter,,True
200,,,http://id-kuna.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.minidoka.id.us/AgendaCenter,http://id-minidokacounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.ci.moscow.id.us/AgendaCenter,http://id-moscow.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofnampa.us/AgendaCenter,http://id-nampa.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.pocatello.us/AgendaCenter,http://id-pocatello.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.co.washington.id.us/AgendaCenter,http://id-washingtoncounty.civicplus.com/AgendaCenter,,True
200,,,http://il-aledo.civicplus.com/AgendaCenter,,True
200,,,http://il-apco.civicplus.com/AgendaCenter,,True
200,"[<Response [301]>, <Response [301]>]",https://www.aurora-il.org/AgendaCenter,http://il-aurora.civicplus.com/AgendaCenter,,True
200,,,http://il-batavia.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.belleville.net/AgendaCenter,http://il-belleville.civicplus.com/AgendaCenter,,True
200,,,http://il-bloomingdale.civicplus.com/AgendaCenter,,True
200,,,http://il-carbondale.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cville.org/AgendaCenter,http://il-carpentersville.civicplus.com/AgendaCenter,,True
200,,,http://il-chicagoheights.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.clarendonhills.us/AgendaCenter,http://il-clarendonhills.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.columbiaillinois.com/AgendaCenter,http://il-columbia.civicplus.com/AgendaCenter,,True
200,,,http://il-cresthill.civicplus.com/AgendaCenter,,True
200,,,http://il-deerfield.civicplus.com/AgendaCenter,,True
200,,,http://il-deerpark.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofdekalb.com/AgendaCenter,http://il-dekalb.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.eastmoline.com/AgendaCenter,http://il-eastmoline.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofeastpeoria.com/AgendaCenter,http://il-eastpeoria.civicplus.com/AgendaCenter,,True
200,,,http://il-eaststlouis.civicplus.com/AgendaCenter,,True
200,,,http://il-elpaso.civicplus.com/AgendaCenter,,True
200,,,http://il-elwood.civicplus.com/AgendaCenter,,True
200,,,http://il-fairviewheights.civicplus.com/AgendaCenter,,True
200,,,http://il-flossmoor.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.geneva.il.us/AgendaCenter,http://il-geneva.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.hpil.org/AgendaCenter,http://il-hanoverpark.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofhighwood.com/AgendaCenter,http://il-highwood.civicplus.com/AgendaCenter,,True
200,,,http://il-homerglen.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.indianheadpark-il.gov/AgendaCenter,http://il-indianheadpark.civicplus.com/AgendaCenter,,True
200,,,http://il-itasca.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.itascaparkdistrict.com/AgendaCenter,http://il-itascaparkdistrict.civicplus.com/AgendaCenter,,True
200,,,http://il-lagrangepark.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.alfpd.org/AgendaCenter,http://il-lakeinthehillsfpd.civicplus.com/AgendaCenter,,True
200,,,http://il-libertyville.civicplus.com/AgendaCenter,,True
200,,,http://il-lockport.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofmarkham.net/AgendaCenter,http://il-markham.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.mtfpd.org/AgendaCenter,http://il-mchenryfpd.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://health.mcleancountyil.gov/AgendaCenter,http://il-mcleancountyhealth.civicplus.com/AgendaCenter,,True
200,,,http://il-midlothian2.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.molinelibrary.com/AgendaCenter,http://il-molinelibrary.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.montgomeryil.org/AgendaCenter,http://il-montgomery.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.newtriertownship.com/AgendaCenter,http://il-newtrier.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.vniles.com/AgendaCenter,http://il-niles.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.northbrook.il.us/AgendaCenter,http://il-northbrook.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.northfieldil.org/AgendaCenter,http://il-northfield.civicplus.com/AgendaCenter,,True
200,,,http://il-oakforest.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.olympia-fields.com/AgendaCenter,http://il-olympiafields.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://palosheights.org/AgendaCenter,http://il-palosheights.civicplus.com/AgendaCenter,,True
200,,,http://il-palospark.civicplus.com/AgendaCenter,,True
200,,,http://il-parkforest.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.peoriacounty.org/AgendaCenter,http://il-peoriacounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.peoriaelections.org/AgendaCenter,http://il-peoriacountyelections.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.pcchd.org/AgendaCenter,http://il-peoriacountypcchd.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.villageofpingreegrove.org/AgendaCenter,http://il-pingreegrove.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofplanoil.com/AgendaCenter,http://il-plano.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.pontiac.org/AgendaCenter,http://il-pontiac.civicplus.com/AgendaCenter,,True
200,,,http://il-pontoonbeach.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.prospect-heights.il.us/AgendaCenter,http://il-prospectheights.civicplus.com/AgendaCenter,,True
200,,,http://il-rantoul.civicplus.com/AgendaCenter,,True
200,,,http://il-rivergrove.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.riverside.il.us/AgendaCenter,http://il-riverside.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.rigov.org/AgendaCenter,http://il-rockisland.civicplus.com/AgendaCenter,,True
200,[<Response [301]>],https://il-rockislandcountymtd.civicplus.com/AgendaCenter,http://il-rockislandcountymtd.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityrm.org/AgendaCenter,http://il-rollingmeadows.civicplus.com/AgendaCenter,,True
,,,http://il-roselle.civicplus.com/AgendaCenter,'NoneType' object has no attribute 'span',
200,,,http://il-roundlakebeach.civicplus.com/AgendaCenter,,True
200,,,http://il-schillerpark.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.skokie.org/AgendaCenter,http://il-skokie.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://summit-il.org/AgendaCenter,http://il-summit.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.tazewellhealth.org/AgendaCenter,http://il-tazewellcountyhealth.civicplus.com/AgendaCenter,,True
200,,,http://il-troy.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.vernonhills.org/AgendaCenter,http://il-vernonhills.civicplus.com/AgendaCenter,,True
200,,,http://il-vernontownship.civicplus.com/AgendaCenter,,True
200,,,http://il-villapark.civicplus.com/AgendaCenter,,True
200,,,http://il-volo.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.warrenville.il.us/AgendaCenter,http://il-warrenville.civicplus.com/AgendaCenter,,True
404,,,http://il-wauconda.civicplus.com/AgendaCenter,,False
,,,http://il-waukegan.civicplus.com/AgendaCenter,"HTTPSConnectionPool(host='www.waukeganil.gov', port=443): Max retries exceeded with url: /AgendaCenter (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",
200,[<Response [302]>],https://www.waukegantownship.com/AgendaCenter,http://il-waukegantownship.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://wsprings.com/AgendaCenter,http://il-westernsprings.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://westmont.illinois.gov/AgendaCenter,http://il-westmont.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.wheaton.il.us/AgendaCenter,http://il-wheaton.civicplus.com/AgendaCenter,,True
200,,,http://il-wheeling.civicplus.com/AgendaCenter,,True
200,,,http://il-woodfordcounty.civicplus.com/AgendaCenter,,True
200,,,http://il-worth.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.co.adams.in.us/AgendaCenter,http://in-adamscounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofanderson.com/AgendaCenter,http://in-anderson.civicplus.com/AgendaCenter,,True
200,,,http://in-burnsharbor.civicplus.com/AgendaCenter,,True
200,,,http://in-chesterton.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.eastchicago.com/AgendaCenter,http://in-eastchicago.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.fishers.in.us/AgendaCenter,http://in-fishers.civicplus.com/AgendaCenter,,True
200,,,http://in-fishersportal.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.hamiltoncounty.in.gov/AgendaCenter,http://in-hamiltoncounty.civicplus.com/AgendaCenter,,True
200,,,http://in-hobart.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://jeffersoncounty.in.gov/AgendaCenter,http://in-jeffersoncounty.civicplus.com/AgendaCenter,,True
200,,,http://in-lafayette.civicplus.com/AgendaCenter,,True
200,,,http://in-laporte.civicplus.com/AgendaCenter,,True
200,,,http://in-madison.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.miamicountyin.gov/AgendaCenter,http://in-miamicounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.emichigancity.com/AgendaCenter,http://in-michigancity.civicplus.com/AgendaCenter,,True
200,,,http://in-portercounty.civicplus.com/AgendaCenter,,True
200,,,http://in-stateroad37portal.civicplus.com/AgendaCenter,,True
200,,,http://in-stigmafreefishersportal.civicplus.com/AgendaCenter,,True
200,,,http://in-stjosephcounty.civicplus.com/AgendaCenter,,True
200,,,http://in-tippecanoecounty.civicplus.com/AgendaCenter,,True
200,,,http://in-valparaiso.civicplus.com/AgendaCenter,,True
200,,,http://in-valparaisoutilities.civicplus.com/AgendaCenter,,True
200,,,http://in-washingtontownship.civicplus.com/AgendaCenter,,True
200,,,http://in-zionsville.civicplus.com/AgendaCenter,,True
200,,,http://ks-abilene.civicplus.com/AgendaCenter,,True
200,,,http://ks-atchisoncounty3.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.baldwincity.gov/AgendaCenter,http://ks-baldwincity.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofbasehor.org/AgendaCenter,http://ks-basehor.civicplus.com/AgendaCenter,,True
200,,,http://ks-belaire.civicplus.com/AgendaCenter,,True
200,,,http://ks-beloit.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.bonnersprings.org/AgendaCenter,http://ks-bonnersprings.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.bucoks.com/AgendaCenter,http://ks-butlercounty.civicplus.com/AgendaCenter,,True
200,,,http://ks-chanute.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.claycountykansas.org/AgendaCenter,http://ks-claycounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://cityofcolby.com/AgendaCenter,http://ks-colby2.civicplus.com/AgendaCenter,,True
200,,,http://ks-derby.civicplus.com/AgendaCenter,,True
200,,,http://ks-derbyportal.civicplus.com/AgendaCenter,,True
200,,,http://ks-derbyreccommission.civicplus.com/AgendaCenter,,True
200,,,http://ks-desoto.civicplus.com/AgendaCenter,,True
200,,,http://ks-dickinsoncounty3.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.dodgecity.org/AgendaCenter,http://ks-dodgecity3.civicplus.com/AgendaCenter,,True
200,,,http://ks-edwardsville.civicplus.com/AgendaCenter,,True
200,,,http://ks-eldorado.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.eldoradochamber.com/AgendaCenter,http://ks-eldoradochamber.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.ellisco.net/AgendaCenter,http://ks-elliscounty2.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.emporiarec.org/AgendaCenter,http://ks-emporiarec.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofeudoraks.gov/AgendaCenter,http://ks-eudora.civicplus.com/AgendaCenter,,True
200,,,http://ks-fordcounty.civicplus.com/AgendaCenter,,True
200,,,http://ks-fortscott.civicplus.com/AgendaCenter,,True
200,,,http://ks-franklincounty.civicplus.com/AgendaCenter,,True
200,,,http://ks-fredonia2.civicplus.com/AgendaCenter,,True
200,,,http://ks-gardencityreccommission.civicplus.com/AgendaCenter,,True
200,,,http://ks-girard.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.goddardks.gov/AgendaCenter,http://ks-goddard.civicplus.com/AgendaCenter,,True
200,,,http://ks-grant2.civicplus.com/AgendaCenter,,True
200,,,http://ks-grantcounty2.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.greatbendks.net/AgendaCenter,http://ks-greatbend.civicplus.com/AgendaCenter,,True
200,,,http://ks-harpercounty.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.haysusa.com/AgendaCenter,http://ks-hays.civicplus.com/AgendaCenter,,True
200,,,http://ks-hutchinson.civicplus.com/AgendaCenter,,True
200,,,http://ks-independence.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.cityofiola.com/AgendaCenter,http://ks-iola.civicplus.com/AgendaCenter,,True
200,,,http://ks-jeffersoncounty.civicplus.com/AgendaCenter,,True
200,[<Response [301]>],https://ks-johnsoncountyparkandrec.civicplus.com/AgendaCenter,http://ks-johnsoncountyparkandrec.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://kslib.info/AgendaCenter,http://ks-kansaslibrary.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.kechiks.gov/AgendaCenter,http://ks-kechi.civicplus.com/AgendaCenter,,True
403,,,http://ks-lansing.civicplus.com/AgendaCenter,,False
200,,,http://ks-larned.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://ldchealth.org/AgendaCenter,http://ks-ldchd.civicplus.com/AgendaCenter,,True
200,,,http://ks-liberal.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://louisburgkansas.gov/AgendaCenter,http://ks-louisburg.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.merriam.org/AgendaCenter,http://ks-merriam.civicplus.com/AgendaCenter,,True
200,,,http://ks-miamicounty.civicplus.com/AgendaCenter,,True
200,,,http://ks-missionhills2.civicplus.com/AgendaCenter,,True
200,,,http://ks-moundridge.civicplus.com/AgendaCenter,,True
200,,,http://ks-oakley.civicplus.com/AgendaCenter,,True
403,,,http://ks-osawatomie.civicplus.com/AgendaCenter,,False
200,[<Response [302]>],https://www.parkcityks.gov/AgendaCenter,http://ks-parkcity2.civicplus.com/AgendaCenter,,True
403,,,http://ks-parsons.civicplus.com/AgendaCenter,,False
200,[<Response [302]>],https://cityofphillipsburg.com/AgendaCenter,http://ks-phillipsburg.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.pottcounty.org/AgendaCenter,http://ks-pottawatomiecounty.civicplus.com/AgendaCenter,,True
200,,,http://ks-prattcounty.civicplus.com/AgendaCenter,,True
200,,,http://ks-russell.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://www.springhillks.gov/AgendaCenter,http://ks-springhill.civicplus.com/AgendaCenter,,True
200,,,http://ks-springhillrec.civicplus.com/AgendaCenter,,True
200,[<Response [302]>],https://valleycenterks.org/AgendaCenter,http://ks-valleycenter2.civicplus.com/AgendaCenter,,True
